record_id	record_name	record_description	record_dbxrefs	record_annotations_molecule_type	record_annotations_topology	record_annotations_data_file_division	record_annotations_date	record_annotations_accessions	record_annotations_sequence_version	record_annotations_keywords	record_annotations_source	record_annotations_organism	record_annotations_taxonomy	feature_id	feature_type	feature_strand	feature_location_start	feature_location_end	feature_location_strand	feature_location_operator	feature_qualifier_organism	feature_qualifier_mol_type	feature_qualifier_db_xref	feature_qualifier_gene	feature_qualifier_note	feature_qualifier_codon_start	feature_qualifier_transl_table	feature_qualifier_regulatory_class	feature_qualifier_product	feature_qualifier_protein_id	feature_qualifier_strain	feature_qualifier_locus_tag	feature_qualifier_lab_host	feature_qualifier_isolate	feature_qualifier_allele	feature_qualifier_standard_name	feature_qualifier_mobile_element_type	feature_qualifier_EC_number	feature_qualifier_function	feature_qualifier_type_material	feature_qualifier_cultivar	feature_qualifier_chromosome	feature_qualifier_host	feature_qualifier_plasmid	feature_qualifier_country	feature_qualifier_collection_date	feature_qualifier_isolation_source	feature_qualifier_lat_lon	feature_qualifier_inference	feature_qualifier_clone	feature_qualifier_sub_strain	feature_qualifier_ecotype	feature_qualifier_gene_synonym	feature_qualifier_collected_by	feature_qualifier_sub_species	feature_qualifier_culture_collection	feature_qualifier_serovar	feature_qualifier_serotype	feature_qualifier_altitude	feature_qualifier_identified_by	feature_qualifier_mating_type	feature_qualifier_tissue_type	feature_qualifier_sex	feature_qualifier_dev_stage	feature_qualifier_PCR_primers	feature_qualifier_rpt_type	feature_qualifier_segment	feature_qualifier_specimen_voucher	feature_qualifier_citation	feature_qualifier_cell_type
CP014205.2	CP014205	Pseudomonas glycinae strain MS586 chromosome, complete genome	BioProject:PRJNA309549|BioSample:SAMN04435621	DNA	linear	BCT	21-DEC-2017	CP014205|REGION:|5542223..5543405	2		Pseudomonas glycinae	Pseudomonas glycinae	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas	<unknown id>	CDS	1	99	915	1		Pseudomonas glycinae	genomic DNA	taxon:1785145	aph(3')-I	Derived by automated computational analysis using gene prediction method: Protein Homology.	1	11		aminoglycoside O-phosphotransferase APH(3')-Ia	AMQ85828.1	MS586	AWU82_21750								type strain of Pseudomonas glycinae					USA	2012-08-03	cotton field		COORDINATES: similar to AA sequence:RefSeq:WP_032492145.1																					
CP014205.2	CP014205	Pseudomonas glycinae strain MS586 chromosome, complete genome	BioProject:PRJNA309549|BioSample:SAMN04435621	DNA	linear	BCT	21-DEC-2017	CP014205|REGION:|5542223..5543405	2		Pseudomonas glycinae	Pseudomonas glycinae	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas	<unknown id>	CDS	1	99	915	1		Pseudomonas glycinae	genomic DNA	taxon:1785145	aph(3')-I	Derived by automated computational analysis using gene prediction method: Protein Homology.	1	11		aminoglycoside O-phosphotransferase APH(3')-Ia	AMQ85828.1	MS586	AWU82_21750								type strain of Pseudomonas glycinae					USA	2012-08-03	cotton field		COORDINATES: similar to AA sequence:RefSeq:WP_032492145.1																					
CP014205.2	CP014205	Pseudomonas glycinae strain MS586 chromosome, complete genome	BioProject:PRJNA309549|BioSample:SAMN04435621	DNA	linear	BCT	21-DEC-2017	CP014205|REGION:|5542223..5543405	2		Pseudomonas glycinae	Pseudomonas glycinae	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas	<unknown id>	CDS	1	99	915	1		Pseudomonas glycinae	genomic DNA	taxon:1785145	aph(3')-I	Derived by automated computational analysis using gene prediction method: Protein Homology.	1	11		aminoglycoside O-phosphotransferase APH(3')-Ia	AMQ85828.1	MS586	AWU82_21750								type strain of Pseudomonas glycinae					USA	2012-08-03	cotton field		COORDINATES: similar to AA sequence:RefSeq:WP_032492145.1																					
CP014269.1	CP014269	Escherichia coli B strain C3029 chromosome, complete genome	BioProject:PRJNA309540|BioSample:SAMN04435508	DNA	linear	BCT	11-FEB-2016	CP014269|REGION:|829442..830320	1		Escherichia coli B	Escherichia coli B	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia	<unknown id>	CDS	1	0	879	1		Escherichia coli B	genomic DNA	taxon:37762		positive and negative regulator; regulates the araBAD and araFGH operons and other genes involved in the transport and catabolism of L-arabinose; Derived by automated computational analysis using gene prediction method: Protein Homology.	1	11		transcriptional regulator	AMH28703.1	C3029	C3029_04065													USA				EXISTENCE: similar to AA sequence:RefSeq:WP_001300811.1																					
CP014269.1	CP014269	Escherichia coli B strain C3029 chromosome, complete genome	BioProject:PRJNA309540|BioSample:SAMN04435508	DNA	linear	BCT	11-FEB-2016	CP014269|REGION:|829442..830320	1		Escherichia coli B	Escherichia coli B	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia	<unknown id>	CDS	1	0	879	1		Escherichia coli B	genomic DNA	taxon:37762		positive and negative regulator; regulates the araBAD and araFGH operons and other genes involved in the transport and catabolism of L-arabinose; Derived by automated computational analysis using gene prediction method: Protein Homology.	1	11		transcriptional regulator	AMH28703.1	C3029	C3029_04065													USA				EXISTENCE: similar to AA sequence:RefSeq:WP_001300811.1																					
CP014269.1	CP014269	Escherichia coli B strain C3029 chromosome, complete genome	BioProject:PRJNA309540|BioSample:SAMN04435508	DNA	linear	BCT	11-FEB-2016	CP014269|REGION:|829442..830320	1		Escherichia coli B	Escherichia coli B	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia	<unknown id>	CDS	1	0	879	1		Escherichia coli B	genomic DNA	taxon:37762		positive and negative regulator; regulates the araBAD and araFGH operons and other genes involved in the transport and catabolism of L-arabinose; Derived by automated computational analysis using gene prediction method: Protein Homology.	1	11		transcriptional regulator	AMH28703.1	C3029	C3029_04065													USA				EXISTENCE: similar to AA sequence:RefSeq:WP_001300811.1																					
CP014454.1	CP014454	Saccharomyces cerevisiae strain BCAnc transgenic chromosome 2, complete sequence	BioProject:PRJNA310010|BioSample:SAMN04492358	DNA	linear	SYN	07-MAR-2016	CP014454|REGION:|254788..255161	1		Saccharomyces cerevisiae (baker's yeast)	Saccharomyces cerevisiae	Eukaryota|Fungi|Dikarya|Ascomycota|Saccharomycotina|Saccharomycetes|Saccharomycetales|Saccharomycetaceae|Saccharomyces	<unknown id>	source	1	0	374	1		Saccharomyces cerevisiae	genomic DNA	taxon:4932								BCAnc											2																												
CP014738.1	CP014738	Saccharomyces cerevisiae strain BSPX042 chromosome VII, partial sequence	BioProject:PRJNA312691|BioSample:SAMN04505234	DNA	linear	PLN	15-MAR-2016	CP014738|REGION:|114674..116122	1		Saccharomyces cerevisiae (baker's yeast)	Saccharomyces cerevisiae	Eukaryota|Fungi|Dikarya|Ascomycota|Saccharomycotina|Saccharomycetes|Saccharomycetales|Saccharomycetaceae|Saccharomyces	<unknown id>	source	1	0	1449	1		Saccharomyces cerevisiae	genomic DNA	taxon:4932								BSPX042											VII																												
CP015163.1	CP015163	Amycolatopsis albispora strain WP1 chromosome, complete genome	BioProject:PRJNA317247|BioSample:SAMN04604227	DNA	linear	BCT	11-JUL-2018	CP015163|REGION:|7469067..7469643	1		Amycolatopsis albispora	Amycolatopsis albispora	Bacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Amycolatopsis	<unknown id>	CDS	1	0	577	1		Amycolatopsis albispora	genomic DNA	taxon:1804986		Derived by automated computational analysis using gene prediction method: Protein Homology.	1	11		ATPase/protein kinase	AXB47010.1	WP1	A4R43_34975								type strain of Amycolatopsis albispora						Jun-2013	deep-sea sediment	27.89 S 63.50 E	EXISTENCE: similar to AA sequence:RefSeq:WP_009152540.1							CGMCC:10738														
CP015163.1	CP015163	Amycolatopsis albispora strain WP1 chromosome, complete genome	BioProject:PRJNA317247|BioSample:SAMN04604227	DNA	linear	BCT	11-JUL-2018	CP015163|REGION:|7469067..7469643	1		Amycolatopsis albispora	Amycolatopsis albispora	Bacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Amycolatopsis	<unknown id>	CDS	1	0	577	1		Amycolatopsis albispora	genomic DNA	taxon:1804986		Derived by automated computational analysis using gene prediction method: Protein Homology.	1	11		ATPase/protein kinase	AXB47010.1	WP1	A4R43_34975								type strain of Amycolatopsis albispora						Jun-2013	deep-sea sediment	27.89 S 63.50 E	EXISTENCE: similar to AA sequence:RefSeq:WP_009152540.1							CGMCC:10738														
CP015163.1	CP015163	Amycolatopsis albispora strain WP1 chromosome, complete genome	BioProject:PRJNA317247|BioSample:SAMN04604227	DNA	linear	BCT	11-JUL-2018	CP015163|REGION:|7469067..7469643	1		Amycolatopsis albispora	Amycolatopsis albispora	Bacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Amycolatopsis	<unknown id>	CDS	1	0	577	1		Amycolatopsis albispora	genomic DNA	taxon:1804986		Derived by automated computational analysis using gene prediction method: Protein Homology.	1	11		ATPase/protein kinase	AXB47010.1	WP1	A4R43_34975								type strain of Amycolatopsis albispora						Jun-2013	deep-sea sediment	27.89 S 63.50 E	EXISTENCE: similar to AA sequence:RefSeq:WP_009152540.1							CGMCC:10738														
CP015229.1	CP015229	Escherichia coli strain 06-00048 chromosome, complete sequence	BioProject:PRJNA241122|BioSample:SAMN02808332	DNA	linear	BCT	01-JUL-2016	CP015229|REGION:|1960155..1960204	1		Escherichia coli	Escherichia coli	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia	<unknown id>	source	1	0	50	1		Escherichia coli	genomic DNA	taxon:562								06-00048														USA: CA	2006	alfalfa sprouts										O36:H14													
CP015650.1	CP015650	Pseudomonas aeruginosa strain Pb18 genome	BioProject:PRJNA320097|BioSample:SAMN04916456	DNA	linear	BCT	02-MAY-2017	CP015650|REGION:|5606521..5606563	1		Pseudomonas aeruginosa	Pseudomonas aeruginosa	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas	<unknown id>	source	1	0	43	1		Pseudomonas aeruginosa	genomic DNA	taxon:287								Pb18														Colombia: Arauca: Cano Limon crude oil extraction camp	2004	oily sludge	6.3251 N 71.2510 W																						
CP015726.1	CP015726	Streptomyces sp. RTd22 chromosome, complete genome	BioProject:PRJNA320307|BioSample:SAMN04901306	DNA	linear	BCT	23-MAY-2016	CP015726|REGION:|10584634..10586582	1		Streptomyces sp. RTd22	Streptomyces sp. RTd22	Bacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces	<unknown id>	source	1	0	1949	1		Streptomyces sp. RTd22	genomic DNA	taxon:1841249								RTd22												Tithonia diversifolia		Brazil: Sao Paulo	Oct-2008																								
CP016549.1	CP016549	Escherichia coli strain O177:H21 plasmid unnamed3, complete sequence	BioProject:PRJNA329265|BioSample:SAMN05407982	DNA	linear	BCT	26-JUL-2016	CP016549|REGION:|3478..9590	1		Escherichia coli	Escherichia coli	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia	<unknown id>	CDS	-1	1798	6113	-1		Escherichia coli	genomic DNA	taxon:562		frameshifted; incomplete; partial on complete genome; missing stop; Derived by automated computational analysis using gene prediction method: Protein Homology.	2	11		helicase	ANW32487.1	O177:H21	BB405_27070											Homo sapiens	unnamed3	Netherlands: Leiden	13-Apr-2015	faeces	52.160114 N 4.497010 E	EXISTENCE: similar to AA sequence:RefSeq:WP_001339211.1					Leiden University Medical Center, department Medical Microbiology, E.M. Terveer				O177:H21	6 m	E.M. Terveer										
CP016549.1	CP016549	Escherichia coli strain O177:H21 plasmid unnamed3, complete sequence	BioProject:PRJNA329265|BioSample:SAMN05407982	DNA	linear	BCT	26-JUL-2016	CP016549|REGION:|3478..9590	1		Escherichia coli	Escherichia coli	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia	<unknown id>	CDS	-1	1798	6113	-1		Escherichia coli	genomic DNA	taxon:562		frameshifted; incomplete; partial on complete genome; missing stop; Derived by automated computational analysis using gene prediction method: Protein Homology.	2	11		helicase	ANW32487.1	O177:H21	BB405_27070											Homo sapiens	unnamed3	Netherlands: Leiden	13-Apr-2015	faeces	52.160114 N 4.497010 E	EXISTENCE: similar to AA sequence:RefSeq:WP_001339211.1					Leiden University Medical Center, department Medical Microbiology, E.M. Terveer				O177:H21	6 m	E.M. Terveer										
CP016549.1	CP016549	Escherichia coli strain O177:H21 plasmid unnamed3, complete sequence	BioProject:PRJNA329265|BioSample:SAMN05407982	DNA	linear	BCT	26-JUL-2016	CP016549|REGION:|3478..9590	1		Escherichia coli	Escherichia coli	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia	<unknown id>	CDS	-1	1798	6113	-1		Escherichia coli	genomic DNA	taxon:562		frameshifted; incomplete; partial on complete genome; missing stop; Derived by automated computational analysis using gene prediction method: Protein Homology.	2	11		helicase	ANW32487.1	O177:H21	BB405_27070											Homo sapiens	unnamed3	Netherlands: Leiden	13-Apr-2015	faeces	52.160114 N 4.497010 E	EXISTENCE: similar to AA sequence:RefSeq:WP_001339211.1					Leiden University Medical Center, department Medical Microbiology, E.M. Terveer				O177:H21	6 m	E.M. Terveer										
CP016549.1	CP016549	Escherichia coli strain O177:H21 plasmid unnamed3, complete sequence	BioProject:PRJNA329265|BioSample:SAMN05407982	DNA	linear	BCT	26-JUL-2016	CP016549|REGION:|3478..9590	1		Escherichia coli	Escherichia coli	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia	<unknown id>	CDS	-1	1798	6113	-1		Escherichia coli	genomic DNA	taxon:562		frameshifted; incomplete; partial on complete genome; missing stop; Derived by automated computational analysis using gene prediction method: Protein Homology.	2	11		helicase	ANW32487.1	O177:H21	BB405_27070											Homo sapiens	unnamed3	Netherlands: Leiden	13-Apr-2015	faeces	52.160114 N 4.497010 E	EXISTENCE: similar to AA sequence:RefSeq:WP_001339211.1					Leiden University Medical Center, department Medical Microbiology, E.M. Terveer				O177:H21	6 m	E.M. Terveer										
CP016549.1	CP016549	Escherichia coli strain O177:H21 plasmid unnamed3, complete sequence	BioProject:PRJNA329265|BioSample:SAMN05407982	DNA	linear	BCT	26-JUL-2016	CP016549|REGION:|3478..9590	1		Escherichia coli	Escherichia coli	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia	<unknown id>	CDS	-1	1798	6113	-1		Escherichia coli	genomic DNA	taxon:562		frameshifted; incomplete; partial on complete genome; missing stop; Derived by automated computational analysis using gene prediction method: Protein Homology.	2	11		helicase	ANW32487.1	O177:H21	BB405_27070											Homo sapiens	unnamed3	Netherlands: Leiden	13-Apr-2015	faeces	52.160114 N 4.497010 E	EXISTENCE: similar to AA sequence:RefSeq:WP_001339211.1					Leiden University Medical Center, department Medical Microbiology, E.M. Terveer				O177:H21	6 m	E.M. Terveer										
CP016549.1	CP016549	Escherichia coli strain O177:H21 plasmid unnamed3, complete sequence	BioProject:PRJNA329265|BioSample:SAMN05407982	DNA	linear	BCT	26-JUL-2016	CP016549|REGION:|3478..9590	1		Escherichia coli	Escherichia coli	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia	<unknown id>	CDS	-1	1798	6113	-1		Escherichia coli	genomic DNA	taxon:562		frameshifted; incomplete; partial on complete genome; missing stop; Derived by automated computational analysis using gene prediction method: Protein Homology.	2	11		helicase	ANW32487.1	O177:H21	BB405_27070											Homo sapiens	unnamed3	Netherlands: Leiden	13-Apr-2015	faeces	52.160114 N 4.497010 E	EXISTENCE: similar to AA sequence:RefSeq:WP_001339211.1					Leiden University Medical Center, department Medical Microbiology, E.M. Terveer				O177:H21	6 m	E.M. Terveer										
CP016549.1	CP016549	Escherichia coli strain O177:H21 plasmid unnamed3, complete sequence	BioProject:PRJNA329265|BioSample:SAMN05407982	DNA	linear	BCT	26-JUL-2016	CP016549|REGION:|3478..9590	1		Escherichia coli	Escherichia coli	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia	<unknown id>	CDS	-1	1798	6113	-1		Escherichia coli	genomic DNA	taxon:562		frameshifted; incomplete; partial on complete genome; missing stop; Derived by automated computational analysis using gene prediction method: Protein Homology.	2	11		helicase	ANW32487.1	O177:H21	BB405_27070											Homo sapiens	unnamed3	Netherlands: Leiden	13-Apr-2015	faeces	52.160114 N 4.497010 E	EXISTENCE: similar to AA sequence:RefSeq:WP_001339211.1					Leiden University Medical Center, department Medical Microbiology, E.M. Terveer				O177:H21	6 m	E.M. Terveer										
CP016549.1	CP016549	Escherichia coli strain O177:H21 plasmid unnamed3, complete sequence	BioProject:PRJNA329265|BioSample:SAMN05407982	DNA	linear	BCT	26-JUL-2016	CP016549|REGION:|3478..9590	1		Escherichia coli	Escherichia coli	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia	<unknown id>	CDS	-1	1798	6113	-1		Escherichia coli	genomic DNA	taxon:562		frameshifted; incomplete; partial on complete genome; missing stop; Derived by automated computational analysis using gene prediction method: Protein Homology.	2	11		helicase	ANW32487.1	O177:H21	BB405_27070											Homo sapiens	unnamed3	Netherlands: Leiden	13-Apr-2015	faeces	52.160114 N 4.497010 E	EXISTENCE: similar to AA sequence:RefSeq:WP_001339211.1					Leiden University Medical Center, department Medical Microbiology, E.M. Terveer				O177:H21	6 m	E.M. Terveer										
CP016549.1	CP016549	Escherichia coli strain O177:H21 plasmid unnamed3, complete sequence	BioProject:PRJNA329265|BioSample:SAMN05407982	DNA	linear	BCT	26-JUL-2016	CP016549|REGION:|3478..9590	1		Escherichia coli	Escherichia coli	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia	<unknown id>	CDS	-1	1798	6113	-1		Escherichia coli	genomic DNA	taxon:562		frameshifted; incomplete; partial on complete genome; missing stop; Derived by automated computational analysis using gene prediction method: Protein Homology.	2	11		helicase	ANW32487.1	O177:H21	BB405_27070											Homo sapiens	unnamed3	Netherlands: Leiden	13-Apr-2015	faeces	52.160114 N 4.497010 E	EXISTENCE: similar to AA sequence:RefSeq:WP_001339211.1					Leiden University Medical Center, department Medical Microbiology, E.M. Terveer				O177:H21	6 m	E.M. Terveer										
CP016549.1	CP016549	Escherichia coli strain O177:H21 plasmid unnamed3, complete sequence	BioProject:PRJNA329265|BioSample:SAMN05407982	DNA	linear	BCT	26-JUL-2016	CP016549|REGION:|3478..9590	1		Escherichia coli	Escherichia coli	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia	<unknown id>	CDS	-1	1798	6113	-1		Escherichia coli	genomic DNA	taxon:562		frameshifted; incomplete; partial on complete genome; missing stop; Derived by automated computational analysis using gene prediction method: Protein Homology.	2	11		helicase	ANW32487.1	O177:H21	BB405_27070											Homo sapiens	unnamed3	Netherlands: Leiden	13-Apr-2015	faeces	52.160114 N 4.497010 E	EXISTENCE: similar to AA sequence:RefSeq:WP_001339211.1					Leiden University Medical Center, department Medical Microbiology, E.M. Terveer				O177:H21	6 m	E.M. Terveer										
CP016549.1	CP016549	Escherichia coli strain O177:H21 plasmid unnamed3, complete sequence	BioProject:PRJNA329265|BioSample:SAMN05407982	DNA	linear	BCT	26-JUL-2016	CP016549|REGION:|3478..9590	1		Escherichia coli	Escherichia coli	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia	<unknown id>	CDS	-1	1798	6113	-1		Escherichia coli	genomic DNA	taxon:562		frameshifted; incomplete; partial on complete genome; missing stop; Derived by automated computational analysis using gene prediction method: Protein Homology.	2	11		helicase	ANW32487.1	O177:H21	BB405_27070											Homo sapiens	unnamed3	Netherlands: Leiden	13-Apr-2015	faeces	52.160114 N 4.497010 E	EXISTENCE: similar to AA sequence:RefSeq:WP_001339211.1					Leiden University Medical Center, department Medical Microbiology, E.M. Terveer				O177:H21	6 m	E.M. Terveer										
CP017556.1	CP017556	Yarrowia lipolytica strain CLIB89(W29) chromosome 1D, complete sequence	BioProject:PRJNA295780|BioSample:SAMN04088558	DNA	linear	PLN	25-OCT-2016	CP017556|REGION:|380446..380525	1		Yarrowia lipolytica	Yarrowia lipolytica	Eukaryota|Fungi|Dikarya|Ascomycota|Saccharomycotina|Saccharomycetes|Saccharomycetales|Dipodascaceae|Yarrowia	<unknown id>	CDS	-1	0	65	-1		Yarrowia lipolytica	genomic DNA	taxon:4952		Compare to YALI0D02981g, highly similar to uniprot|P09230 Yarrowia lipolytica Alkaline extracellular protease precursor XPR2 gene	1			hypothetical protein	AOW03509.1	CLIB89(W29)	YALI1_D03805g										1D			France: Grignon		waste water									ATCC:20460					MATA									
CP017556.1	CP017556	Yarrowia lipolytica strain CLIB89(W29) chromosome 1D, complete sequence	BioProject:PRJNA295780|BioSample:SAMN04088558	DNA	linear	PLN	25-OCT-2016	CP017556|REGION:|380446..380525	1		Yarrowia lipolytica	Yarrowia lipolytica	Eukaryota|Fungi|Dikarya|Ascomycota|Saccharomycotina|Saccharomycetes|Saccharomycetales|Dipodascaceae|Yarrowia	<unknown id>	CDS	-1	0	65	-1		Yarrowia lipolytica	genomic DNA	taxon:4952		Compare to YALI0D02981g, highly similar to uniprot|P09230 Yarrowia lipolytica Alkaline extracellular protease precursor XPR2 gene	1			hypothetical protein	AOW03509.1	CLIB89(W29)	YALI1_D03805g										1D			France: Grignon		waste water									ATCC:20460					MATA									
CP017556.1	CP017556	Yarrowia lipolytica strain CLIB89(W29) chromosome 1D, complete sequence	BioProject:PRJNA295780|BioSample:SAMN04088558	DNA	linear	PLN	25-OCT-2016	CP017556|REGION:|380446..380525	1		Yarrowia lipolytica	Yarrowia lipolytica	Eukaryota|Fungi|Dikarya|Ascomycota|Saccharomycotina|Saccharomycetes|Saccharomycetales|Dipodascaceae|Yarrowia	<unknown id>	CDS	-1	0	65	-1		Yarrowia lipolytica	genomic DNA	taxon:4952		Compare to YALI0D02981g, highly similar to uniprot|P09230 Yarrowia lipolytica Alkaline extracellular protease precursor XPR2 gene	1			hypothetical protein	AOW03509.1	CLIB89(W29)	YALI1_D03805g										1D			France: Grignon		waste water									ATCC:20460					MATA									
CP017556.1	CP017556	Yarrowia lipolytica strain CLIB89(W29) chromosome 1D, complete sequence	BioProject:PRJNA295780|BioSample:SAMN04088558	DNA	linear	PLN	25-OCT-2016	CP017556|REGION:|380446..380525	1		Yarrowia lipolytica	Yarrowia lipolytica	Eukaryota|Fungi|Dikarya|Ascomycota|Saccharomycotina|Saccharomycetes|Saccharomycetales|Dipodascaceae|Yarrowia	<unknown id>	CDS	-1	0	65	-1		Yarrowia lipolytica	genomic DNA	taxon:4952		Compare to YALI0D02981g, highly similar to uniprot|P09230 Yarrowia lipolytica Alkaline extracellular protease precursor XPR2 gene	1			hypothetical protein	AOW03509.1	CLIB89(W29)	YALI1_D03805g										1D			France: Grignon		waste water									ATCC:20460					MATA									
CP018157.1	CP018157	Oryza sativa Indica Group cultivar Shuhui498 chromosome 1, partial sequence	BioProject:PRJNA318714|BioSample:SAMN04866660	DNA	linear	PLN	04-MAY-2017	CP018157|REGION:|8220478..8220521	1		Oryza sativa Indica Group (long-grained rice)	Oryza sativa Indica Group	Eukaryota|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophyta|Magnoliopsida|Liliopsida|Poales|Poaceae|BOP clade|Oryzoideae|Oryzeae|Oryzinae|Oryza|Oryza sativa	<unknown id>	source	1	0	44	1		Oryza sativa Indica Group	genomic DNA	taxon:39946																		Shuhui498	1			China:Sichuan																	leaf								
CP018173.1	CP018173	Bacillus subtilis strain MJ01 chromosome, complete genome	BioProject:PRJNA326460|BioSample:SAMN05231882	DNA	linear	BCT	10-MAY-2018	CP018173|REGION:|1730276..1730314	1		Bacillus subtilis	Bacillus subtilis	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus	<unknown id>	source	1	0	39	1		Bacillus subtilis	genomic DNA	taxon:1423								MJ01														Iran: Pazenan oil field	2014-09-30	crude oil contaminated soil																							
CP019213.3	CP019213	Escherichia coli strain WCHEC050613 chromosome, complete genome	BioProject:PRJNA418674|BioSample:SAMN06197014	DNA	linear	BCT	22-AUG-2019	CP019213|REGION:|3899129..3899157	3		Escherichia coli	Escherichia coli	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia	<unknown id>	source	1	0	29	1		Escherichia coli	genomic DNA	taxon:562								WCHEC050613														China: Sichuan, Chengdu	2015-11	Sewage																							
CP019663.1	CP019663	Bacillus subtilis subsp. subtilis str. 168 chromosome, partial genome	BioProject:PRJNA368655|BioSample:SAMN06268590	DNA	linear	BCT	02-MAR-2017	CP019663|REGION:|196415..196736	1		Bacillus subtilis subsp. subtilis str. 168	Bacillus subtilis subsp. subtilis str. 168	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus	<unknown id>	source	1	0	322	1		Bacillus subtilis subsp. subtilis str. 168	genomic DNA	taxon:224308								168									type strain of Bacillus subtilis			soil												subtilis															
CP020203.1	CP020203	Saccharomyces cerevisiae strain Y12 chromosome XIII, complete sequence	BioProject:PRJEB7245|BioSample:SAMEA2757763	DNA	linear	PLN	21-MAR-2017	CP020203|REGION:|721382..721476	1		Saccharomyces cerevisiae (baker's yeast)	Saccharomyces cerevisiae	Eukaryota|Fungi|Dikarya|Ascomycota|Saccharomycotina|Saccharomycetes|Saccharomycetales|Saccharomycetaceae|Saccharomyces	<unknown id>	source	1	0	95	1		Saccharomyces cerevisiae	genomic DNA	taxon:4932								Y12											XIII																												
CP020248.1	CP020248	Saccharomyces paradoxus strain CBS432 chromosome VII, complete sequence	BioProject:PRJEB7245|BioSample:SAMEA2757769	DNA	linear	PLN	03-FEB-2020	CP020248|REGION:|1044422..1046238	1		Saccharomyces paradoxus	Saccharomyces paradoxus	Eukaryota|Fungi|Dikarya|Ascomycota|Saccharomycotina|Saccharomycetes|Saccharomycetales|Saccharomycetaceae|Saccharomyces	<unknown id>	CDS	-1	0	1815	-1		Saccharomyces paradoxus	genomic DNA	taxon:27291		High-affinity maltose transporter (alpha-glucoside transporter); similar to YGR289C	1			Mal11	QHS73585.1	CBS432	SPAR_G04950								culture from neotype of Saccharomyces paradoxus		VII																												
CP020248.1	CP020248	Saccharomyces paradoxus strain CBS432 chromosome VII, complete sequence	BioProject:PRJEB7245|BioSample:SAMEA2757769	DNA	linear	PLN	03-FEB-2020	CP020248|REGION:|1044422..1046238	1		Saccharomyces paradoxus	Saccharomyces paradoxus	Eukaryota|Fungi|Dikarya|Ascomycota|Saccharomycotina|Saccharomycetes|Saccharomycetales|Saccharomycetaceae|Saccharomyces	<unknown id>	CDS	-1	0	1815	-1		Saccharomyces paradoxus	genomic DNA	taxon:27291		High-affinity maltose transporter (alpha-glucoside transporter); similar to YGR289C	1			Mal11	QHS73585.1	CBS432	SPAR_G04950								culture from neotype of Saccharomyces paradoxus		VII																												
